"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validates login behavior is consistent across Legacy and Cloud environments","1","testParallelLoginComparison","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.parallel.ParallelLoginTest","Parallel Environment Tests","com.sdet.parallel.ParallelLoginTest","testParallelLoginComparison"
"Verify login fails with invalid credentials","1","testInvalidLogin","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testInvalidLogin"
"Verify successful login with valid credentials","1","testValidLogin","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testValidLogin"
"","0","Validate GET /users response matches JSON schema contract","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateUserListSchema"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"Verify locked out user cannot login","0","testLockedOutUser","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testLockedOutUser"
"","0","Validate POST /login response matches JSON schema","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateLoginSchema"
"","0","Verify POST /login returns descriptive error for missing password","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithMissingPassword"
"","0","Demonstrate difference between PUT and PATCH behavior","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","demonstratePutVsPatchDifference"
"","0","Verify paginated GET /users across multiple pages","SDET Automation Suite","Thu May 28 12:36:19 UTC 2026","skipped","Thu May 28 12:36:19 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
