"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify POST /register returns error for missing password","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","registerWithMissingPassword"
"","0","Verify POST /users creates users with various data sets","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
"","0","Validate GET /users/{id} response matches JSON schema","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateSingleUserSchema"
"","0","Validate GET /users response matches JSON schema contract","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateUserListSchema"
"","1","Verify GET /users returns paginated list with correct structure","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersList"
"","0","Extract response values and validate data types","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","extractAndValidateResponse"
"","0","Verify POST /users creates users with various data sets","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
"","0","Verify GET /users/{id} returns 404 for non-existent user","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUserNotFound"
"","0","Verify complete CRUD lifecycle for a single resource","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","fullCRUDLifecycle"
"","0","Validate 404 response returns correct error structure","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateNotFoundResponseSchema"
"","0","Verify DELETE /users/{id} removes resource with 204 No Content","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","deleteUser"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","4","Verify PUT /users/{id} fully replaces user record","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPut"
"Validates product listing is consistent across both environments","0","testParallelProductPageComparison","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.parallel.ParallelLoginTest","Parallel Environment Tests","com.sdet.parallel.ParallelLoginTest","testParallelProductPageComparison"
"","1","Verify POST /users creates users with various data sets","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
"","0","Verify PATCH /users/{id} updates only specified fields","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPatch"
"","0","Verify POST /login rejects invalid credentials","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","1","Verify POST /login returns descriptive error for missing password","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithMissingPassword"
"Validates login behavior is consistent across Legacy and Cloud environments","0","testParallelLoginComparison","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.parallel.ParallelLoginTest","Parallel Environment Tests","com.sdet.parallel.ParallelLoginTest","testParallelLoginComparison"
"Verify login fails with empty credentials","0","testEmptyCredentials","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testEmptyCredentials"
"","0","Verify schema is consistent across all pages","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateSchemaConsistencyAcrossPages"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","0","Verify POST /users creates new user and returns generated ID","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUser"
"","1","Verify paginated GET /users across multiple pages","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
"","0","Verify POST /login rejects invalid credentials","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","2","suiteSetup","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","broken","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","suiteSetup"
"","1","Verify POST /login rejects invalid credentials","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","0","Verify PUT /users/{id} fully replaces user record","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPut"
"","1","Verify paginated GET /users across multiple pages","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","0","Verify POST /login returns descriptive error for missing email","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithMissingEmail"
"","0","Verify POST /login returns token for valid credentials","SDET Automation Suite","Mon Apr 27 11:10:10 UTC 2026","skipped","Mon Apr 27 11:10:10 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithValidCredentials"
