"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Verify paginated GET /users across multiple pages","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
"","0","Verify paginated GET /users across multiple pages","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
"","0","Validate 404 response returns correct error structure","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateNotFoundResponseSchema"
"","1","Verify extracted auth token works in subsequent requests","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","useTokenInSubsequentRequest"
"","1","suiteSetup","SDET Automation Suite","2026-06-15","broken","2026-06-15","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","suiteSetup"
"","0","Validate POST /login response matches JSON schema","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateLoginSchema"
"Verify successful login with valid credentials","0","testValidLogin","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testValidLogin"
"","1","Verify POST /login returns token for valid credentials","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithValidCredentials"
"","0","Validate GET /users response matches JSON schema contract","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateUserListSchema"
"","0","Validate GET /users/{id} response matches JSON schema","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateSingleUserSchema"
"","1","Verify POST /login rejects invalid credentials","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","3","Verify POST /users creates new user and returns generated ID","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUser"
"Validates login behavior is consistent across Legacy and Cloud environments","0","testParallelLoginComparison","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.parallel.ParallelLoginTest","Parallel Environment Tests","com.sdet.parallel.ParallelLoginTest","testParallelLoginComparison"
"","0","Verify POST /login returns descriptive error for missing email","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithMissingEmail"
"","1","Verify PATCH /users/{id} updates only specified fields","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPatch"
"","0","Verify POST /login returns descriptive error for missing password","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithMissingPassword"
"","0","Verify POST /register creates new user and returns token","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","registerNewUser"
"","1","Verify schema is consistent across all pages","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateSchemaConsistencyAcrossPages"
"","0","Extract response values and validate data types","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","extractAndValidateResponse"
"","0","Verify POST /users creates users with various data sets","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","0","Verify complete CRUD lifecycle for a single resource","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","fullCRUDLifecycle"
"","1","Verify PUT /users/{id} fully replaces user record","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPut"
"","0","Verify DELETE /users/{id} removes resource with 204 No Content","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","deleteUser"
"","0","Verify PUT /users/{id} fully replaces user record","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPut"
"","1","Verify POST /users creates users with various data sets","SDET Automation Suite","2026-06-15","skipped","2026-06-15","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
