"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify POST /login returns token for valid credentials","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithValidCredentials"
"","0","Verify PUT /users/{id} fully replaces user record","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPut"
"","0","Verify POST /users creates new user and returns generated ID","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUser"
"","0","Verify POST /register creates new user and returns token","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","registerNewUser"
"Verify locked out user cannot login","0","testLockedOutUser","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testLockedOutUser"
"","1","Validate 404 response returns correct error structure","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateNotFoundResponseSchema"
"","0","Verify POST /login rejects invalid credentials","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","0","Verify POST /register returns error for missing password","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","registerWithMissingPassword"
"","0","Verify extracted auth token works in subsequent requests","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","useTokenInSubsequentRequest"
"","0","Verify complete CRUD lifecycle for a single resource","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","fullCRUDLifecycle"
"","0","Verify POST /users creates users with various data sets","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
"","0","Validate POST /login response matches JSON schema","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateLoginSchema"
"","1","Verify schema is consistent across all pages","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.SchemaValidationTest","API Tests","com.sdet.api.tests.SchemaValidationTest","validateSchemaConsistencyAcrossPages"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","0","Verify paginated GET /users across multiple pages","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
"Verify login fails with empty credentials","0","testEmptyCredentials","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testEmptyCredentials"
"","0","Verify GET /users returns paginated list with correct structure","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersList"
"Verify login fails with invalid credentials","0","testInvalidLogin","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testInvalidLogin"
"Validates product listing is consistent across both environments","0","testParallelProductPageComparison","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.parallel.ParallelLoginTest","Parallel Environment Tests","com.sdet.parallel.ParallelLoginTest","testParallelProductPageComparison"
"","0","Verify response headers contain correct content-type","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","validateResponseHeaders"
"","0","Verify GET /users/{id} returns correct user data","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getSingleUser"
"","1","Verify DELETE /users/{id} removes resource with 204 No Content","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","deleteUser"
"","2","suiteSetup","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","broken","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","suiteSetup"
"","0","Verify POST /login rejects invalid credentials","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","1","Extract response values and validate data types","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","extractAndValidateResponse"
"","1","Verify POST /users creates users with various data sets","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","createUserDataDriven"
"","0","Verify paginated GET /users across multiple pages","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.GetUsersTest","API Tests","com.sdet.api.tests.GetUsersTest","getUsersByPage"
"","0","Verify POST /login rejects invalid credentials","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.AuthApiTest","API Tests","com.sdet.api.tests.AuthApiTest","loginWithInvalidCredentials"
"","1","Demonstrate difference between PUT and PATCH behavior","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","demonstratePutVsPatchDifference"
"","0","Verify PATCH /users/{id} updates only specified fields","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.api.tests.CRUDOperationsTest","API Tests","com.sdet.api.tests.CRUDOperationsTest","updateUserWithPatch"
"Verify successful login with valid credentials","0","testValidLogin","SDET Automation Suite","Thu Apr 09 10:18:05 UTC 2026","skipped","Thu Apr 09 10:18:05 UTC 2026","com.sdet.selenium.LoginTest","Login Tests","com.sdet.selenium.LoginTest","testValidLogin"
